source,destination,hamming_distance,fitts_ratio
27,137,11,3.740859409570821
27,138,12,3.7599126901899154
27,139,13,5.060388188276719
27,140,14,3.799106247128188
27,141,15,3.835113422335206
27,142,16,5.149917463859719
27,143,17,3.894107467153122
27,144,18,3.725415054529329
27,100,6,2.846408625339632
27,101,7,3.1110763829763415
27,102,8,3.1814428506892165
27,103,9,4.489186156616708
27,104,10,3.2969834343087987
27,105,11,3.3869837400031835
27,106,12,3.4793811071630634
27,107,13,3.5720447516560503
27,108,14,4.91163876440379
27,109,15,3.6989577385036845
27,110,16,3.787400346467712
27,111,17,3.873087107284083
27,112,18,3.955803328600504
27,113,19,5.304180490026121
27,114,20,4.065946182111822
27,115,21,4.141425811310386
27,116,22,5.491462327140352
27,117,23,4.241736788703618
27,118,24,5.592311076573473
27,119,25,4.336734555939058
27,120,26,5.687654884125995
27,121,27,4.426784362027261
27,122,28,4.488591262085952
27,123,29,4.548171797472993
27,124,30,4.6056533209185
27,125,31,4.661156526236493
27,126,32,4.714795013337485
27,127,33,6.066129971042116
27,128,34,4.563326373828956
27,67,4,4.760203098930399
27,47,8,2.7985637777042816
27,48,9,3.0663684404359546
27,49,10,4.3603798192664565
27,50,11,3.174052815736842
27,51,12,3.2632501283281137
27,52,13,4.586550998932437
27,53,14,3.3951984456583326
27,54,15,4.728467214870824
27,55,16,3.5291776184389105
27,56,17,4.868954207074319
27,57,18,3.6605568410223803
27,58,19,5.004548208363228
27,59,20,3.786937143475771
27,60,21,3.873965030123469
27,61,22,5.222035483653942
27,62,23,3.9897310455792976
27,63,24,5.3391043025291145
27,64,25,3.883841267715506
27,69,7,2.6982869095198843
27,70,8,2.973543544669164
27,71,9,4.2680697361429605
27,72,10,3.0957254146700426
27,73,11,3.195063059708741
27,74,12,3.298508623960061
27,75,13,3.402716504320019
27,76,14,4.741446971841627
27,77,15,3.545230964035127
27,78,16,3.6440673772837737
27,79,17,4.990229016573128
27,80,18,3.7757053582373876
27,81,19,5.12410546338709
27,82,20,3.8999024298399276
